"","SAMPLE_ID","SumOfLength.cm.","SumOfProjArea.cm2.","SumOfSurfArea.cm2.","SumOfAvgDiam.mm.","SumOfRootVolume.cm3.","STEM","COTS_TOTAL","LEAF_TOTAL","Total.Of.PROJ_AREA_AG","LEAF","LEAVES_TOTAL","TRANSP_DATE","GERM_ID","COLOR","TLD","HD","H_num_og","HT","L_num","C_num","PWF","L.SFW","CWS","CWD","LWS","LWD","SWS","SWD","RWF","RWD","LWF_A","LWS_A","LWD_A","LWF_B","LWS_B","LWD_B","BWF_A","BWS_A","BWD_A","SWF_A","SWD_A","NOTES","AVG_SEED_WEIGHT","SPECIES","LOCATION_CODE","POP_CODE","SAMPLE_NUM","H_num","LETTER","POP_ID","GrowthForm","LWD_tmp","RWD_tmp","SLA","LW_Max_A","LW_Max_B","BW_Max","LW_Max_Sum","Grass_LW_Max","LDMC","SRL","RDMC","RTD","RMR","Above_weight_sum","Tot_weight_sum","Days"
"376","MACA_UTC_MK_1_H4_G",175.3466,4.8587,15.2639,0.2771,0.106,NA,0,0,6.6411,NA,6.6411,"6-Jul","B2","G","25-Jul","28-Sep",4,6.9,8,NA,0.2867,0.01473,0.0271,NA,0.1473,0.0271,0.008,0.0016,0.1057,0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","1","H4","G","MACA_UTC_MK","FORB",0.0271,0.0087,24.5059040590406,NA,NA,NA,NA,0.1473,0.18397827562797,20.1547816091954,0.0823084200567644,0.0820754716981132,0.232620320855615,0.0287,0.0374,"84"
"377","MACA_UTC_MK_12_H4_O",1507.2165,63.2881,198.8252,0.8486,2.105,NA,0,3.6472,3.6472,3.6472,0,"9-Aug","I8","O","15-Aug","2-Nov",4,9.1,15,NA,3.4272,1.2973,NA,NA,1.3351,0.02273,NA,NA,NA,0.1487,0.1042,0.1035,0.0172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","12","H4","O","MACA_UTC_MK","FORB",0.02273,0.1487,21.2046511627907,0.1042,NA,NA,0.1042,1.3351,0.165067178502879,10.1359549428379,NA,0.0706413301662708,0.788315750410857,0.03993,0.18863,"84"
"378","MACA_UTC_MK_13_H2_G",13.1231,0.3533,1.11,0.2692,0.007,NA,0.1526,0,0.4344,NA,0.2818,"9-Aug","J10","G","17-Aug","1-Sep",2,2.9,4,2,0.0197,0.0125,0.003,1e-04,0.0073,8e-04,0.0028,1e-04,0.0063,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","13","H2","G","MACA_UTC_MK","FORB",8e-04,1e-04,35.225,NA,NA,NA,NA,0.0125,0.10958904109589,131.231,0.0158730158730159,0.0142857142857143,0.0909090909090909,0.001,0.0011,"24"
"379","MACA_UTC_MK_14_H2_G",21.7919,0.6005,1.8867,0.2756,0.013,NA,0.1254,0,0.4919,NA,0.3665,"9-Aug","J7","G","15-Aug","20-Sep",2,2.7,4,2,0.0295,0.0162,0.0041,7e-04,0.0091,0.001,0.003,1e-04,0.0103,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","14","H2","G","MACA_UTC_MK","FORB",0.001,0.001,36.65,NA,NA,NA,NA,0.0162,0.10989010989011,21.7919,0.0970873786407767,0.0769230769230769,0.357142857142857,0.0018,0.0028,"24"
"380","MACA_UTC_MK_17_H1_G",10.7972,0.2899,0.9108,0.2685,0.006,NA,0.1511,0,0.1844,NA,0.0333,"10-Aug","J4","G","","22-Aug",1,2.2,2,2,0.0126,0.0061,0.0032,6e-04,9e-04,1e-04,0.0014,NA,0.0055,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","17","H1","G","MACA_UTC_MK","FORB",1e-04,5e-04,33.3,NA,NA,NA,NA,0.0061,0.111111111111111,21.5944,0.0909090909090909,0.0833333333333333,0.416666666666667,7e-04,0.0012,"10"
"381","MACA_UTC_MK_17_H1_O",4.5652,0.1573,0.4941,0.3445,0.004,NA,0.1101,0,0.1244,NA,0.0143,"10-Aug","J2","O","","22-Aug",1,2.1,2,2,0.0081,0.0048,0.0018,4e-04,NA,NA,0.001,3e-04,0.0028,3e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","17","H1","O","MACA_UTC_MK","FORB",NA,3e-04,NA,NA,NA,NA,NA,0.0048,NA,15.2173333333333,0.107142857142857,0.075,0.3,7e-04,0.001,"10"
"382","MACA_UTC_MK_2_H3_G",0.3531,0.0083,0.026,0.2346,0,NA,0.0691,0,0.5313,NA,0.4622,"6-Jul","B3","G","3-Aug","18-Aug",3,2.3,4,1,0.0138,0.0138,7e-04,4e-04,0.007,0.001,NA,NA,0.0047,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","2","H3","G","MACA_UTC_MK","FORB",0.001,4e-04,46.22,NA,NA,NA,NA,0.0138,0.142857142857143,0.88275,0.0851063829787234,NA,0.222222222222222,0.0014,0.0018,"42"
"383","MACA_UTC_MK_4_H4_G",244.2076,5.8063,18.2411,0.2378,0.108,NA,0,2.5495,14.501,2.5495,11.9515,"6-Jul","B6","G","1-Aug","28-Sep",4,9.9,7,NA,0.4854,0.2931,NA,NA,0.2807,0.0353,0.005,NA,0.1328,0.0092,0.0552,0.0552,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","4","H4","G","MACA_UTC_MK","FORB",0.0353,0.0092,42.4916666666667,0.0552,NA,NA,0.0552,0.2931,0.108695652173913,26.5443043478261,0.0692771084337349,0.0851851851851852,0.182178217821782,0.0413,0.0505,"84"
"384","MACA_UTC_MK_5_H1_G",4.2939,0.1138,0.3574,0.2649,0.002,NA,0.0885,0,0.0885,NA,0,"6-Jul","B7","G","","17-Jul",1,1.6,NA,2,0.0057,0.0039,0.0022,0.000159,NA,NA,0.005,2e-04,0.0018,0.0001605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","5","H1","G","MACA_UTC_MK","FORB",NA,0.0001605,NA,NA,NA,NA,NA,0.0039,NA,26.7532710280374,0.0891666666666667,0.08025,0.308950914340712,0.000359,0.0005195,"10"
"385","MACA_UTC_MK_5_H1_O",4.3302,0.1144,0.3596,0.2643,0.002,NA,0.1243,0,0.1243,NA,0,"6-Jul","C4","O","","17-Jul",1,1,NA,2,0.0069,0.0049,0.0052,0.000482,NA,NA,0.0014,0,0.0031,0.0005102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","5","H1","O","MACA_UTC_MK","FORB",NA,0.0005102,NA,NA,NA,NA,NA,0.0049,NA,8.48725989807918,0.16458064516129,0.2551,0.514210844587785,0.000482,0.0009922,"10"
"386","MACA_UTC_MK_6_H3_O",16.623,0.3651,1.1468,0.2196,0.006,NA,0.134,0,1.9157,NA,1.7817,"6-Jul","C8","O","25-Jul","18-Aug",3,4.5,6,2,0.0432,0.0354,0.003,0,0.0322,0.0035,NA,NA,0.0078,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","6","H3","O","MACA_UTC_MK","FORB",0.0035,0.0014,50.9057142857143,NA,NA,NA,NA,0.0354,0.108695652173913,11.8735714285714,0.179487179487179,0.233333333333333,0.285714285714286,0.0035,0.0049,"42"
"387","MACA_UTC_MK_7_H3_O",90.2466,2.4257,7.6207,0.2688,0.051,NA,0,0,6.9856,NA,6.9856,"7-Aug","I12","O","18-Aug","18-Sep",3,8.3,9,NA,0.2771,0.2195,NA,NA,0.2035,0.0313,0.0133,0.0018,0.0491,0.0044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","7","H3","O","MACA_UTC_MK","FORB",0.0313,0.0044,22.3182108626198,NA,NA,NA,NA,0.2195,0.153808353808354,20.5105909090909,0.0896130346232179,0.0862745098039216,0.117333333333333,0.0331,0.0375,"42"
"388","MACA_UTC_MK_8_H2_O",16.7068,0.3745,1.1764,0.2241,0.007,NA,0.1377,0,0.4877,NA,0.35,"7-Aug","J5","O","16-Aug","31-Aug",2,3.3,4,2,0.0234,0.0149,0.0045,3e-04,0.0067,9e-04,0.004,1e-04,0.0078,0.000609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","8","H2","O","MACA_UTC_MK","FORB",9e-04,0.000609,38.8888888888889,NA,NA,NA,NA,0.0149,0.134328358208955,27.4331691297209,0.0780769230769231,0.087,0.319015191199581,0.0013,0.001909,"24"
"389","MACA_UTC_MK_9_H2_G",39.7385,0.9818,3.0844,0.2471,0.019,NA,0.2752,0,0.8208,NA,0.5456,"7-Aug","I6","G","15-Aug","31-Aug",2,3.9,3,2,0.0487,0.0242,0.0058,7e-04,0.0113,0.0015,0.0054,1e-04,0.0251,0.0017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTC","MK","9","H2","G","MACA_UTC_MK","FORB",0.0015,0.0017,36.3733333333333,NA,NA,NA,NA,0.0242,0.132743362831858,23.3755882352941,0.0677290836653386,0.0894736842105263,0.425,0.0023,0.004,"24"
"390","MACA_UTNE_BON_1_H3_G",29.7977,0.7694,2.4172,0.2582,0.016,NA,0,0,4.947,NA,4.947,"19-Jul","G3","G","7-Aug","30-Aug",3,3.2,4,2,0.1389,0.1169,NA,NA,0.1261,0.0147,NA,NA,0.0218,0.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","1","H3","G","MACA_UTNE_BON","FORB",0.0147,0.0018,33.6530612244898,NA,NA,NA,NA,0.1261,0.116574147501983,16.5542777777778,0.0825688073394495,0.1125,0.109090909090909,0.0147,0.0165,"42"
"391","MACA_UTNE_BON_10_H2_G",9.2507,0.1762,0.5536,0.1905,0.003,NA,0.0241,0,0.177,NA,0.1529,"24-Jul","E11","G","4-Aug","18-Aug",2,2,4,2,0.0098,0.0051,4e-04,5e-05,0.005,0.0003966,0.0012,1e-04,0.004,0.0001096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","10","H2","G","MACA_UTNE_BON","FORB",0.0003966,0.0001096,38.5526979324256,NA,NA,NA,NA,0.0051,0.07932,84.404197080292,0.0274,0.0365333333333333,0.167022249314233,0.0005466,0.0006562,"24"
"392","MACA_UTNE_BON_10_H2_O",8.5345,0.1666,0.5234,0.1952,0.003,NA,0.0536,0,0.244,NA,0.1904,"24-Jul","F8","O","4-Aug","18-Aug",2,3,6,NA,0.0103,0.0074,0.0016,1e-04,0.0056,5e-04,0.0015,5e-05,0.0023,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","10","H2","O","MACA_UTNE_BON","FORB",5e-04,1e-04,38.08,NA,NA,NA,NA,0.0074,0.0892857142857143,85.345,0.0434782608695652,0.0333333333333333,0.133333333333333,0.00065,0.00075,"24"
"393","MACA_UTNE_BON_12_H1_O",2.6201,0.0585,0.1837,0.2232,0.001,NA,0.0508,0,0.0508,NA,0,"24-Jul","E12","O","","3-Aug",1,1.6,NA,2,0.0027,0.0011,0.0012,5e-05,NA,NA,NA,NA,8e-04,3e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","12","H1","O","MACA_UTNE_BON","FORB",NA,3e-04,NA,NA,NA,NA,NA,0.0011,NA,8.73366666666667,0.375,0.3,0.857142857142857,5e-05,0.00035,"10"
"394","MACA_UTNE_BON_14_H4_O",2525.8583,87.6087,275.2305,0.9827,2.42,NA,0,5.2311,5.2311,5.2311,0,"9-Aug","I10","O","17-Aug","2-Nov",4,14.6,109,NA,8.9812,4.103,NA,NA,3.6422,0.6099,0.251,0.0587,4.3236,0.302,0.1714,0.1802,0.0277,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","14","H4","O","MACA_UTNE_BON","FORB",0.6099,0.302,18.8848375451264,0.1802,NA,NA,0.1802,4.103,0.153718091009989,8.36376920529801,0.0698491997409566,0.124793388429752,0.302514274266253,0.6963,0.9983,"84"
"395","MACA_UTNE_BON_2_H2_G",5.1987,0.1055,0.3315,0.203,0.002,NA,0,0,0.0515,NA,0.0515,"19-Jul","G10","G","7-Aug","11-Aug",2,3.8,3,2,0.0056,0.004,0.001,NA,0.0015,5.34e-05,0.0023,7e-04,0.001,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","2","H2","G","MACA_UTNE_BON","FORB",5.34e-05,4e-04,96.4419475655431,NA,NA,NA,NA,0.004,0.0356,12.99675,0.4,0.2,0.346800762961679,0.0007534,0.0011534,"24"
"396","MACA_UTNE_BON_3_H4_G",1153.5414,33.239,104.4235,0.2881,0.752,NA,0,0,49.8669,NA,49.8669,"19-Jul","F6","G","4-Aug","11-Oct",4,17.4,17,NA,2.594,1.6389,NA,NA,1.3256,0.2506,0.0669,0.0201,0.813,0.0695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","3","H4","G","MACA_UTNE_BON","FORB",0.2506,0.0695,19.8990023942538,NA,NA,NA,NA,1.6389,0.189046469523235,16.5977179856115,0.0854858548585486,0.0924202127659575,0.204291593180482,0.2707,0.3402,"84"
"397","MACA_UTNE_BON_4_H3_O",20.984,0.4952,1.5557,0.236,0.009,NA,0.0819,0,0.1927,NA,0.1108,"20-Jul","H2","O","11-Aug","30-Aug",3,2.7,3,2,0.0134,0.0063,0.0017,0,0.0041,4e-04,7e-04,0,0.009,0.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","4","H3","O","MACA_UTNE_BON","FORB",4e-04,0.0018,27.7,NA,NA,NA,NA,0.0063,0.0975609756097561,11.6577777777778,0.2,0.2,0.818181818181818,4e-04,0.0022,"42"
"398","MACA_UTNE_BON_6_H2_O",8.1367,0.1481,0.4652,0.182,0.002,NA,0.1785,0,0.5705,NA,0.392,"20-Jul","G6","O","11-Aug","14-Aug",2,1.3,2,2,0.0073,0.009,0.0016,5e-04,0.0013,2e-04,0.0021,0.0011,0.0048,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","6","H2","O","MACA_UTNE_BON","FORB",2e-04,6e-04,196,NA,NA,NA,NA,0.009,0.153846153846154,13.5611666666667,0.125,0.3,0.25,0.0018,0.0024,"24"
"399","MACA_UTNE_BON_7_H3_O",17.1386,0.3376,1.0605,0.197,0.005,NA,0.1204,0,1.4092,NA,1.2888,"20-Jul","G12","O","8-Aug","31-Aug",3,3.5,8,2,0.0438,0.0378,0.0026,2e-04,0.0311,0.0028,0.0019,1e-04,0.0065,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","7","H3","O","MACA_UTNE_BON","FORB",0.0028,6e-04,46.0285714285714,NA,NA,NA,NA,0.0378,0.090032154340836,28.5643333333333,0.0923076923076923,0.12,0.162162162162162,0.0031,0.0037,"42"
"400","MACA_UTNE_BON_8_H4_O",1240.2543,35.1965,110.5731,0.2838,0.784,NA,0,0,41.3165,NA,41.3165,"20-Jul","H12","O","3-Aug","20-Oct",4,15.1,14,NA,2.5809,NA,NA,NA,1.0855,0.2533,0.0269,0.0069,0.9896,0.0855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","8","H4","O","MACA_UTNE_BON","FORB",0.2533,0.0855,16.3112909593368,NA,NA,NA,NA,1.0855,0.233348687240903,14.505898245614,0.0863985448666128,0.10905612244898,0.247324269597917,0.2602,0.3457,"84"
"401","MACA_UTNE_BON_9_H1_O",2.6244,0.0582,0.1827,0.2216,0.001,NA,0.0228,0,0.0228,NA,0,"24-Jul","F5","O","","3-Aug",1,0.5,NA,2,0.0026,5e-04,2e-04,6.13e-05,NA,NA,NA,NA,5e-04,0.0001096,0.1269,0.127,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,"MACA","UTNE","BON","9","H1","O","MACA_UTNE_BON","FORB",NA,0.0001096,NA,0.127,NA,NA,0.127,5e-04,0.140944881889764,23.9452554744526,0.2192,0.1096,0.00606499952963051,0.0179613,0.0180709,"10"
"402","MACA_UTSE_CSR_1_H1_G",3.9,0.0698,0.2193,0.179,0.001,NA,0.0775,0,0.0775,NA,0,"3-Jul","B2","G","","14-Jul",1,1.7,2,NA,NA,NA,0.0036,0.000809,6e-04,5e-05,0.0015,NA,0.0013,2.98e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","1","H1","G","MACA_UTSE_CSR","FORB",5e-05,2.98e-05,0,NA,NA,NA,NA,6e-04,0.0833333333333333,130.872483221477,0.0229230769230769,0.0298,0.0335283528352835,0.000859,0.0008888,"10"
"403","MACA_UTSE_CSR_10_H4_O",731.0762,20.1709,63.3687,0.2759,0.437,NA,0,4.8699,27.3696,4.8699,22.4997,"6-Jul","H12","O","3-Aug","28-Sep",4,10.1,9,NA,1.4091,0.7518,NA,NA,0.6427,0.0923,0.0386,0.0066,0.4557,0.0371,0.1552,0.1552,0.0203,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","10","H4","O","MACA_UTSE_CSR","FORB",0.0923,0.0371,23.9896551724138,0.1552,NA,NA,0.1552,0.7518,0.130798969072165,19.7055579514825,0.0814132104454685,0.0848970251716247,0.237364043506078,0.1192,0.1563,"84"
"404","MACA_UTSE_CSR_12_H4_O",3147.4377,86.1561,270.6673,0.555,1.875,NA,0,13.838,53.6765,10.1604,39.8385,"26-Jul","F4","O","3-Aug","19-Oct",4,10.7,NA,NA,4.3278,1.9923,NA,NA,2.0032,0.3664,NA,NA,2.2204,0.2029,0.1613,0.1709,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","12","H4","O","MACA_UTSE_CSR","FORB",0.3664,0.2029,49.4214285714286,0.1709,NA,NA,0.1709,2.0032,0.163838502047981,15.5122607195663,0.091379931543866,0.108213333333333,0.3396952954964,0.3944,0.5973,"84"
"405","MACA_UTSE_CSR_13_H3_O",127.3334,3.1963,10.0413,0.251,0.063,NA,0,0,6.6156,NA,6.6156,"27-Jul","E12","O","3-Aug","7-Sep",3,5.2,10,NA,0.2087,0.1439,NA,NA,0.1527,0.0141,0.0026,0,0.0673,0.0045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","13","H3","O","MACA_UTSE_CSR","FORB",0.0141,0.0045,46.9191489361702,NA,NA,NA,NA,0.1527,0.0923379174852652,28.2963111111111,0.0668647845468053,0.0714285714285714,0.241935483870968,0.0141,0.0186,"42"
"406","MACA_UTSE_CSR_14_H3_O",286.8305,6.4629,20.3038,0.2253,0.114,NA,0,0,5.8889,NA,5.8889,"27-Jul","G7","O","3-Aug","7-Sep",3,7.2,8,NA,0.2849,0.1453,NA,NA,0.146,0.016,0.0062,9e-04,0.1371,0.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","14","H3","O","MACA_UTSE_CSR","FORB",0.016,0.0078,36.805625,NA,NA,NA,NA,0.146,0.10958904109589,36.773141025641,0.0568927789934354,0.0684210526315789,0.315789473684211,0.0169,0.0247,"42"
"407","MACA_UTSE_CSR_15_H1_O",0.442,0.0202,0.0636,0.4581,0.001,NA,0.0606,0,0.0606,NA,0,"6-Jul","C7","O","","17-Jul",1,1,NA,2,0.0038,0.003,NA,0.0001397,NA,NA,NA,NA,1e-04,3.43e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","15","H1","O","MACA_UTSE_CSR","FORB",NA,3.43e-05,NA,NA,NA,NA,NA,0.003,NA,12.8862973760933,0.343,0.0343,0.197126436781609,0.0001397,0.000174,"10"
"408","MACA_UTSE_CSR_17_H3_O",649.723,15.0622,47.3194,0.2318,0.274,NA,0,0,20.7518,NA,20.7518,"27-Jul","H5","O","2-Aug","7-Sep",3,9.4,10,NA,0.9592,0.5072,NA,NA,0.4595,0.058,0.0077,0.0019,0.3794,0.0224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","17","H3","O","MACA_UTSE_CSR","FORB",0.058,0.0224,35.7789655172414,NA,NA,NA,NA,0.5072,0.126224156692057,29.0054910714286,0.0590405904059041,0.0817518248175182,0.272174969623329,0.0599,0.0823,"42"
"409","MACA_UTSE_CSR_2_H1_O",3.6907,0.0914,0.2871,0.2476,0.002,NA,0.1124,0,0.1124,NA,0,"26-Jul","E3","O","2-Aug","4-Aug",1,1.2,2,2,0.0045,0.0031,0.0029,9e-04,NA,NA,0.0015,5e-05,0.0025,0.0001656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","2","H1","O","MACA_UTSE_CSR","FORB",NA,0.0001656,NA,NA,NA,NA,NA,0.0031,NA,22.2868357487923,0.06624,0.0828,0.14844030118322,0.00095,0.0011156,"10"
"410","MACA_UTSE_CSR_3_H4_G",2630.2408,76.8639,241.4753,0.5932,1.768,NA,0,2.8566,2.8566,2.8566,0,"26-Jul","G11","G","8-Aug","19-Oct",4,11,NA,NA,4.6375,2.5032,NA,NA,NA,0.3892,NA,NA,1.9032,0.1507,0.0693,0.0723,0.0123,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","3","H4","G","MACA_UTSE_CSR","FORB",0.3892,0.1507,23.2243902439024,0.0723,NA,NA,0.0723,2.5032,0.170124481327801,17.4534890510949,0.0791824295922657,0.085237556561086,0.272908366533865,0.4015,0.5522,"84"
"411","MACA_UTSE_CSR_4_H3_G",NA,NA,NA,NA,NA,NA,0,0,16.3986,NA,16.3986,"26-Jul","H11","G","2-Aug","6-Sep",3,7.1,11,NA,0.6709,0.5123,NA,NA,0.2085,0.0531,0.0149,0.0046,0.154,0.0112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","4","H3","G","MACA_UTSE_CSR","FORB",0.0531,0.0112,30.8824858757062,NA,NA,NA,NA,0.5123,0.254676258992806,NA,0.0727272727272727,NA,0.16255442670537,0.0577,0.0689,"42"
"412","MACA_UTSE_CSR_5_H2_G",63.2062,1.6005,5.0282,0.2532,0.032,NA,0.1354,0,1.5172,NA,1.3818,"26-Jul","F2","G","7-Aug","18-Aug",2,2.7,6,2,0.0565,0.0322,0.0022,3e-04,0.0141,0.005,0.0013,0,0.0288,0.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","5","H2","G","MACA_UTSE_CSR","FORB",0.005,0.0018,27.636,NA,NA,NA,NA,0.0322,0.354609929078014,35.1145555555556,0.0625,0.05625,0.253521126760563,0.0053,0.0071,"24"
"413","MACA_UTSE_CSR_5_H2_O",58.3576,1.3844,4.3491,0.2372,0.026,NA,0.2326,0,2.5683,NA,2.3357,"26-Jul","G3","O","2-Aug","18-Aug",2,3.7,6,2,0.0758,0.0533,0.0037,4e-04,0.0267,0.003,0.0018,5e-05,0.0298,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","5","H2","O","MACA_UTSE_CSR","FORB",0.003,0.002,77.8566666666667,NA,NA,NA,NA,0.0533,0.112359550561798,29.1788,0.0671140939597315,0.0769230769230769,0.36697247706422,0.00345,0.00545,"24"
"414","MACA_UTSE_CSR_7_H1_G",0.8332,0.0292,0.0917,0.3502,0.001,NA,0.0531,0,0.0531,NA,0,"6-Jul","D4","G","","17-Jul",1,0.6,NA,2,0.002,0.0015,0.0018,0.0001075,NA,NA,NA,NA,6e-04,9.23e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,"MACA","UTSE","CSR","7","H1","G","MACA_UTSE_CSR","FORB",NA,9.23e-05,NA,NA,NA,NA,NA,0.0015,NA,9.02708559046587,0.153833333333333,0.0923,0.461961961961962,0.0001075,0.0001998,"10"
"415","MACA_UTSW_BJ_11_H4_G",915.4771,28.658,90.0317,0.313,0.705,NA,0,3.8993,27.9556,NA,24.0563,"25-Aug","E10","G","29-Aug","21-Nov",4,8,26,NA,NA,1.2199,NA,1.217,0.1669,NA,NA,NA,0.6327,0.0494,0.047,0.0489,0.0066,0.0422,0.049,0.0082,NA,NA,NA,NA,NA,NA,NA,"MACA","UTSW","BJ","11","H4","G","MACA_UTSW_BJ","FORB",0.116177888157935,0.0494,26.3466216216216,0.0489,0.049,NA,0.0979,1.2199,0.151174668028601,18.5319251012146,0.0780780780780781,0.0700709219858156,0.0385576022478926,1.2318,1.2812,"84"
"416","MACA_UTSW_BJ_12_H1_O",7.1855,0.1902,0.5976,0.2647,0.004,NA,0.1561,0,0.197,NA,0.0409,"25-Aug","J8","O","30-Aug","5-Sep",1,1.5,2,2,0.0086,0.0061,0.0034,0.0002753,0.0018,0.000144,NA,NA,0.0028,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTSW","BJ","12","H1","O","MACA_UTSW_BJ","FORB",0.000144,4e-04,28.4027777777778,NA,NA,NA,NA,0.0061,0.08,17.96375,0.142857142857143,0.1,0.488221652630294,0.0004193,0.0008193,"10"
"417","MACA_UTSW_BJ_13_H3_G",781.0457,21.9564,68.9779,0.5796,0.486,NA,0,1.335,1.335,1.335,0,"31-Jul","F2","G","1-Aug","12-Sep",3,7.5,11,NA,1.4549,0.5343,NA,NA,0.3226,0.0839,NA,NA,0.5336,0.0375,0.0341,0.034,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTSW","BJ","13","H3","G","MACA_UTSW_BJ","FORB",0.0839,0.0375,36.0810810810811,0.0341,NA,NA,0.0341,0.5343,0.108504398826979,20.8278853333333,0.0702773613193403,0.0771604938271605,0.299760191846523,0.0876,0.1251,"42"
"418","MACA_UTSW_BJ_14_H2_G",29.229,0.7245,2.276,0.2479,0.014,NA,0,0,1.6305,NA,1.6305,"31-Jul","F9","G","1-Aug","24-Aug",2,4.8,12,2,0.0899,0.062,NA,NA,0.0836,0.0061,NA,NA,0.0136,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTSW","BJ","14","H2","G","MACA_UTSW_BJ","FORB",0.0061,0.0015,26.7295081967213,NA,NA,NA,NA,0.0836,0.0729665071770335,19.486,0.110294117647059,0.107142857142857,0.197368421052632,0.0061,0.0076,"24"
"419","MACA_UTSW_BJ_14_H2_O",29.1734,0.7175,2.2541,0.2459,0.014,NA,0,0,1.6102,NA,1.6102,"31-Jul","F5","O","5-Aug","24-Aug",2,3.6,9,2,0.0675,0.0425,NA,NA,0.0557,0.0046,NA,NA,0.0259,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MACA","UTSW","BJ","14","H2","O","MACA_UTSW_BJ","FORB",0.0046,0.0013,35.004347826087,NA,NA,NA,NA,0.0557,0.0825852782764811,22.4410769230769,0.0501930501930502,0.0928571428571428,0.220338983050847,0.0046,0.0059,"24"
